"USERID"	"ITEM_ID"	"ITEM_NUM"	"SCORE"	"RANK"	"TIMESTAMP"	"MODEL"	"PARAMETERS"	"REC_BATCH_ID"
448	117656	4168	5.2010674479999999	6		"bias"	"{}"	1
449	117656	4168	4.8659267430000002	6		"bias"	"{}"	1
450	117656	4168	5.2449145320000001	6		"bias"	"{}"	1
451	117656	4168	4.7855577470000004	6		"bias"	"{}"	1
452	117656	4168	5.2297635079999996	6		"bias"	"{}"	1
453	117656	4168	4.9682931899999998	6		"bias"	"{}"	1
454	117656	4168	4.9505786900000004	6		"bias"	"{}"	1
455	117656	4168	4.114550114	6		"bias"	"{}"	1
456	117656	4168	4.9025783540000001	6		"bias"	"{}"	1
457	117656	4168	5.6204471590000002	6		"bias"	"{}"	1
458	117656	4168	5.2690410610000002	6		"bias"	"{}"	1
459	117656	4168	5.171791077	6		"bias"	"{}"	1
460	117656	4168	4.8546876909999996	6		"bias"	"{}"	1
461	117656	4168	5.917068005	6		"bias"	"{}"	1
462	117656	4168	5.524902344	6		"bias"	"{}"	1
463	117656	4168	5.258496761	6		"bias"	"{}"	1
464	117656	4168	5.8753204349999999	6		"bias"	"{}"	1
465	117656	4168	4.9992299080000002	6		"bias"	"{}"	1
466	117656	4168	5.1757092480000004	6		"bias"	"{}"	1
467	117656	4168	4.3066453930000002	6		"bias"	"{}"	1
468	117656	4168	5.2027416229999996	6		"bias"	"{}"	1
469	117656	4168	5.2871136669999999	6		"bias"	"{}"	1
470	117656	4168	5.51994133	6		"bias"	"{}"	1
471	117656	4168	4.4104118349999997	6		"bias"	"{}"	1
472	117656	4168	4.3195381160000004	6		"bias"	"{}"	1
473	117656	4168	4.6275973319999997	6		"bias"	"{}"	1
474	117656	4168	6.0286684040000003	6		"bias"	"{}"	1
475	117656	4168	5.1721668239999996	6		"bias"	"{}"	1
476	117656	4168	4.8614821429999999	6		"bias"	"{}"	1
477	117656	4168	4.7086658479999999	6		"bias"	"{}"	1
478	117656	4168	4.1150827410000002	6		"bias"	"{}"	1
479	117656	4168	5.4677739140000003	6		"bias"	"{}"	1
480	117656	4168	4.9615373610000004	6		"bias"	"{}"	1
481	117656	4168	4.4676446910000003	6		"bias"	"{}"	1
482	117656	4168	4.7865176199999997	6		"bias"	"{}"	1
483	117656	4168	5.3508687019999996	6		"bias"	"{}"	1
484	117656	4168	4.5157561299999998	6		"bias"	"{}"	1
485	117656	4168	5.222523689	6		"bias"	"{}"	1
486	117656	4168	5.1494331359999999	6		"bias"	"{}"	1
487	117656	4168	5.3420281410000001	6		"bias"	"{}"	1
488	117656	4168	5.1426243779999998	6		"bias"	"{}"	1
489	117656	4168	4.742777824	6		"bias"	"{}"	1
490	117656	4168	4.4437923430000001	6		"bias"	"{}"	1
491	117656	4168	4.0071158410000001	6		"bias"	"{}"	1
492	117656	4168	4.7491002079999998	6		"bias"	"{}"	1
493	117656	4168	5.706374168	6		"bias"	"{}"	1
494	117656	4168	3.9808316229999998	6		"bias"	"{}"	1
495	117656	4168	5.5465903279999997	6		"bias"	"{}"	1
496	117656	4168	5.6299276349999996	6		"bias"	"{}"	1
497	117656	4168	5.431646347	6		"bias"	"{}"	1
498	117656	4168	4.9276757240000002	6		"bias"	"{}"	1
499	117656	4168	4.3984255790000004	6		"bias"	"{}"	1
501	117656	4168	5.5556464200000004	6		"bias"	"{}"	1
502	117656	4168	4.9250450130000001	6		"bias"	"{}"	1
503	117656	4168	5.6114840509999997	6		"bias"	"{}"	1
504	117656	4168	5.0502138140000001	6		"bias"	"{}"	1
505	117656	4168	5.6620559689999999	6		"bias"	"{}"	1
506	117656	4168	5.5652298929999997	6		"bias"	"{}"	1
507	117656	4168	5.5969858170000002	6		"bias"	"{}"	1
508	117656	4168	4.9220013619999996	6		"bias"	"{}"	1
509	117656	4168	5.682439327	6		"bias"	"{}"	1
510	117656	4168	6.3165693279999999	6		"bias"	"{}"	1
511	117656	4168	5.2598180770000003	6		"bias"	"{}"	1
512	117656	4168	5.1916780469999999	6		"bias"	"{}"	1
513	117656	4168	4.6428384779999998	6		"bias"	"{}"	1
514	117656	4168	4.849443913	6		"bias"	"{}"	1
515	117656	4168	5.1622338289999998	6		"bias"	"{}"	1
516	117656	4168	4.6601014139999997	6		"bias"	"{}"	1
517	117656	4168	4.7764139180000003	6		"bias"	"{}"	1
518	117656	4168	6.1478242869999997	6		"bias"	"{}"	1
519	117656	4168	5.4399757390000003	6		"bias"	"{}"	1
520	117656	4168	4.021484375	6		"bias"	"{}"	1
521	117656	4168	5.6214084629999999	6		"bias"	"{}"	1
522	117656	4168	5.0172572139999998	6		"bias"	"{}"	1
523	117656	4168	5.5641713140000002	6		"bias"	"{}"	1
524	117656	4168	5.3463292119999997	6		"bias"	"{}"	1
525	117656	4168	5.8600573540000003	6		"bias"	"{}"	1
526	117656	4168	5.3274664879999998	6		"bias"	"{}"	1
527	117656	4168	5.0489630700000001	6		"bias"	"{}"	1
528	117656	4168	5.2224397659999999	6		"bias"	"{}"	1
529	117656	4168	4.9542961119999998	6		"bias"	"{}"	1
530	117656	4168	4.8061399460000001	6		"bias"	"{}"	1
531	117656	4168	5.5299935339999999	6		"bias"	"{}"	1
532	117656	4168	4.2567234039999997	6		"bias"	"{}"	1
533	117656	4168	5.5491104130000002	6		"bias"	"{}"	1
534	117656	4168	3.2751185889999999	6		"bias"	"{}"	1
535	117656	4168	4.9834322929999999	6		"bias"	"{}"	1
536	117656	4168	4.6734638210000004	6		"bias"	"{}"	1
537	117656	4168	4.8573622700000003	6		"bias"	"{}"	1
538	117656	4168	5.323672771	6		"bias"	"{}"	1
539	117656	4168	4.1063437460000003	6		"bias"	"{}"	1
540	117656	4168	5.6119599339999997	6		"bias"	"{}"	1
541	117656	4168	4.9382267000000004	6		"bias"	"{}"	1
542	117656	4168	4.2540011409999998	6		"bias"	"{}"	1
543	117656	4168	4.6965112690000002	6		"bias"	"{}"	1
544	117656	4168	4.5043907169999997	6		"bias"	"{}"	1
545	117656	4168	5.4323959349999997	6		"bias"	"{}"	1
546	117656	4168	5.345802784	6		"bias"	"{}"	1
547	117656	4168	4.5214729309999999	6		"bias"	"{}"	1
548	117656	4168	5.3281426429999996	6		"bias"	"{}"	1
549	117656	4168	5.0645031930000002	6		"bias"	"{}"	1
550	117656	4168	4.7324934010000002	6		"bias"	"{}"	1
551	117656	4168	4.7510886189999999	6		"bias"	"{}"	1
552	117656	4168	6.127290726	6		"bias"	"{}"	1
553	117656	4168	5.0324854849999996	6		"bias"	"{}"	1
554	117656	4168	4.6956400870000001	6		"bias"	"{}"	1
555	117656	4168	4.6481046680000002	6		"bias"	"{}"	1
556	117656	4168	2.8617396350000002	6		"bias"	"{}"	1
557	117656	4168	5.2357573510000002	6		"bias"	"{}"	1
558	117656	4168	4.6181454659999996	6		"bias"	"{}"	1
559	117656	4168	5.5605368610000001	6		"bias"	"{}"	1
560	117656	4168	5.8900465970000004	6		"bias"	"{}"	1
561	117656	4168	5.4750003810000001	6		"bias"	"{}"	1
562	117656	4168	5.0379128460000002	6		"bias"	"{}"	1
563	117656	4168	5.4924111370000004	6		"bias"	"{}"	1
564	117656	4168	4.7574801449999997	6		"bias"	"{}"	1
565	117656	4168	5.3983187680000002	6		"bias"	"{}"	1
566	117656	4168	5.4318499569999998	6		"bias"	"{}"	1
567	117656	4168	4.9916877749999999	6		"bias"	"{}"	1
568	117656	4168	4.9257183070000004	6		"bias"	"{}"	1
569	117656	4168	4.6808719639999996	6		"bias"	"{}"	1
570	117656	4168	5.328987122	6		"bias"	"{}"	1
571	117656	4168	4.9399251939999997	6		"bias"	"{}"	1
572	117656	4168	5.3251180649999998	6		"bias"	"{}"	1
573	117656	4168	5.6186857220000004	6		"bias"	"{}"	1
574	117656	4168	4.808463573	6		"bias"	"{}"	1
575	117656	4168	5.2763018610000003	6		"bias"	"{}"	1
576	117656	4168	5.2509307859999996	6		"bias"	"{}"	1
577	117656	4168	5.2255153659999998	6		"bias"	"{}"	1
578	117656	4168	4.8427844049999997	6		"bias"	"{}"	1
579	117656	4168	5.7813477520000003	6		"bias"	"{}"	1
580	117656	4168	5.2004795069999998	6		"bias"	"{}"	1
581	117656	4168	4.8945217129999996	6		"bias"	"{}"	1
582	117656	4168	4.9195179939999996	6		"bias"	"{}"	1
583	117656	4168	4.6589350700000001	6		"bias"	"{}"	1
584	117656	4168	5.2584414480000001	6		"bias"	"{}"	1
585	117656	4168	4.6582560539999998	6		"bias"	"{}"	1
586	117656	4168	5.4294729229999996	6		"bias"	"{}"	1
587	117656	4168	5.0116543770000002	6		"bias"	"{}"	1
588	117656	4168	4.6995034220000003	6		"bias"	"{}"	1
589	117656	4168	5.1880960460000001	6		"bias"	"{}"	1
590	117656	4168	5.1862902640000001	6		"bias"	"{}"	1
591	117656	4168	5.2813739780000004	6		"bias"	"{}"	1
592	117656	4168	4.9792346949999997	6		"bias"	"{}"	1
593	117656	4168	4.3652124399999996	6		"bias"	"{}"	1
594	117656	4168	5.6141242980000001	6		"bias"	"{}"	1
595	117656	4168	4.9578280450000003	6		"bias"	"{}"	1
596	117656	4168	4.9885230060000003	6		"bias"	"{}"	1
597	117656	4168	5.2388477330000001	6		"bias"	"{}"	1
598	117656	4168	4.2684736250000004	6		"bias"	"{}"	1
599	117656	4168	5.2030882839999997	6		"bias"	"{}"	1
601	117656	4168	4.9419732090000004	6		"bias"	"{}"	1
602	117656	4168	5.3518953319999998	6		"bias"	"{}"	1
603	117656	4168	4.4780435560000003	6		"bias"	"{}"	1
604	117656	4168	4.9860854149999998	6		"bias"	"{}"	1
605	117656	4168	4.6656880379999999	6		"bias"	"{}"	1
606	117656	4168	4.8131093979999999	6		"bias"	"{}"	1
607	117656	4168	5.1155967709999999	6		"bias"	"{}"	1
608	117656	4168	5.498266697	6		"bias"	"{}"	1
609	117656	4168	4.8086643220000003	6		"bias"	"{}"	1
610	117656	4168	3.3175947670000001	6		"bias"	"{}"	1
611	117656	4168	5.3543219569999998	6		"bias"	"{}"	1
612	117656	4168	5.1746959690000001	6		"bias"	"{}"	1
613	117656	4168	5.9272475240000002	6		"bias"	"{}"	1
614	117656	4168	5.4250726699999996	6		"bias"	"{}"	1
615	117656	4168	5.8027801510000003	6		"bias"	"{}"	1
616	117656	4168	5.007095337	6		"bias"	"{}"	1
617	117656	4168	4.7253079409999996	6		"bias"	"{}"	1
618	117656	4168	4.9955630299999996	6		"bias"	"{}"	1
619	117656	4168	5.1355438229999999	6		"bias"	"{}"	1
620	117656	4168	5.2300114630000003	6		"bias"	"{}"	1
621	117656	4168	5.4051246639999997	6		"bias"	"{}"	1
622	117656	4168	4.825195312	6		"bias"	"{}"	1
623	117656	4168	5.3098282809999997	6		"bias"	"{}"	1
624	117656	4168	4.0700378419999996	6		"bias"	"{}"	1
625	117656	4168	4.984730721	6		"bias"	"{}"	1
626	117656	4168	5.3497481349999996	6		"bias"	"{}"	1
627	117656	4168	5.0005960460000001	6		"bias"	"{}"	1
628	117656	4168	5.365011215	6		"bias"	"{}"	1
629	117656	4168	5.6017065050000001	6		"bias"	"{}"	1
630	117656	4168	5.3066310879999996	6		"bias"	"{}"	1
631	117656	4168	4.7167191510000004	6		"bias"	"{}"	1
632	117656	4168	4.7549710269999999	6		"bias"	"{}"	1
633	117656	4168	4.7412829399999996	6		"bias"	"{}"	1
634	117656	4168	5.3588395120000003	6		"bias"	"{}"	1
635	117656	4168	5.0462279319999999	6		"bias"	"{}"	1
636	117656	4168	6.0337386129999997	6		"bias"	"{}"	1
637	117656	4168	4.5012421610000004	6		"bias"	"{}"	1
638	117656	4168	5.0413999560000002	6		"bias"	"{}"	1
639	117656	4168	5.1029901500000001	6		"bias"	"{}"	1
640	117656	4168	6.1753115650000003	6		"bias"	"{}"	1
641	117656	4168	5.1338319779999999	6		"bias"	"{}"	1
642	117656	4168	6.0387115480000002	6		"bias"	"{}"	1
643	117656	4168	4.9667415620000002	6		"bias"	"{}"	1
644	117656	4168	4.6401391030000001	6		"bias"	"{}"	1
645	117656	4168	5.1111636159999998	6		"bias"	"{}"	1
646	117656	4168	5.5566740039999996	6		"bias"	"{}"	1
647	117656	4168	5.3914046290000002	6		"bias"	"{}"	1
648	117656	4168	5.6008958819999997	6		"bias"	"{}"	1
649	117656	4168	4.0593276019999998	6		"bias"	"{}"	1
650	117656	4168	5.1219964029999998	6		"bias"	"{}"	1
651	117656	4168	4.5225563050000002	6		"bias"	"{}"	1
652	117656	4168	5.2711119650000002	6		"bias"	"{}"	1
653	117656	4168	5.6745166779999998	6		"bias"	"{}"	1
654	117656	4168	5.103388786	6		"bias"	"{}"	1
655	117656	4168	4.683599472	6		"bias"	"{}"	1
656	117656	4168	5.2014942169999996	6		"bias"	"{}"	1
657	117656	4168	4.8443074230000001	6		"bias"	"{}"	1
658	117656	4168	5.3951234819999998	6		"bias"	"{}"	1
659	117656	4168	5.3571600909999999	6		"bias"	"{}"	1
660	117656	4168	5.022437096	6		"bias"	"{}"	1
661	117656	4168	5.1057782170000001	6		"bias"	"{}"	1
662	117656	4168	5.2959270480000002	6		"bias"	"{}"	1
663	117656	4168	5.3003029819999998	6		"bias"	"{}"	1
664	117656	4168	4.7858700750000001	6		"bias"	"{}"	1
665	117656	4168	5.2113695140000003	6		"bias"	"{}"	1
666	117656	4168	5.2503576279999997	6		"bias"	"{}"	1
667	117656	4168	4.9574370380000001	6		"bias"	"{}"	1
668	117656	4168	5.5801625250000004	6		"bias"	"{}"	1
669	117656	4168	5.1759848589999997	6		"bias"	"{}"	1
670	117656	4168	5.1683993340000001	6		"bias"	"{}"	1
671	117656	4168	5.0401525500000002	6		"bias"	"{}"	1
672	117656	4168	5.230248928	6		"bias"	"{}"	1
673	117656	4168	5.1001667980000001	6		"bias"	"{}"	1
674	117656	4168	3.534414291	6		"bias"	"{}"	1
675	117656	4168	5.0569438929999997	6		"bias"	"{}"	1
676	117656	4168	5.6212220190000002	6		"bias"	"{}"	1
677	117656	4168	5.4484100340000001	6		"bias"	"{}"	1
678	117656	4168	5.2725963589999996	6		"bias"	"{}"	1
679	117656	4168	5.4182076449999999	6		"bias"	"{}"	1
680	117656	4168	4.7802920340000004	6		"bias"	"{}"	1
681	117656	4168	6.1173400879999997	6		"bias"	"{}"	1
682	117656	4168	4.9506764409999997	6		"bias"	"{}"	1
683	117656	4168	5.3082404140000001	6		"bias"	"{}"	1
684	117656	4168	4.9761333470000002	6		"bias"	"{}"	1
685	117656	4168	5.2799487110000003	6		"bias"	"{}"	1
686	117656	4168	4.9855136870000001	6		"bias"	"{}"	1
687	117656	4168	4.5068264009999996	6		"bias"	"{}"	1
688	117656	4168	4.858046055	6		"bias"	"{}"	1
689	117656	4168	4.9410386089999996	6		"bias"	"{}"	1
690	117656	4168	5.0711073879999997	6		"bias"	"{}"	1
691	117656	4168	4.8964376449999998	6		"bias"	"{}"	1
692	117656	4168	5.3572640419999997	6		"bias"	"{}"	1
693	117656	4168	4.8942613599999998	6		"bias"	"{}"	1
694	117656	4168	4.9709019659999996	6		"bias"	"{}"	1
695	117656	4168	4.5094480509999997	6		"bias"	"{}"	1
696	117656	4168	5.4238886830000004	6		"bias"	"{}"	1
697	117656	4168	5.7658786769999999	6		"bias"	"{}"	1
698	117656	4168	4.8816995619999997	6		"bias"	"{}"	1
699	117656	4168	5.6401066780000004	6		"bias"	"{}"	1
701	117656	4168	5.0238194470000002	6		"bias"	"{}"	1
702	117656	4168	4.9075121880000001	6		"bias"	"{}"	1
703	117656	4168	4.6549382210000001	6		"bias"	"{}"	1
704	117656	4168	5.3570723530000004	6		"bias"	"{}"	1
705	117656	4168	5.4361138340000004	6		"bias"	"{}"	1
706	117656	4168	4.994839668	6		"bias"	"{}"	1
707	117656	4168	4.8831152920000003	6		"bias"	"{}"	1
708	117656	4168	5.3634252550000001	6		"bias"	"{}"	1
709	117656	4168	5.1346745489999996	6		"bias"	"{}"	1
710	117656	4168	4.4281368260000002	6		"bias"	"{}"	1
711	117656	4168	5.3668513300000003	6		"bias"	"{}"	1
712	117656	4168	5.0242462159999999	6		"bias"	"{}"	1
713	117656	4168	5.0651850700000001	6		"bias"	"{}"	1
714	117656	4168	5.7403316499999999	6		"bias"	"{}"	1
715	117656	4168	4.9703993799999999	6		"bias"	"{}"	1
716	117656	4168	5.3277716640000001	6		"bias"	"{}"	1
717	117656	4168	3.9476454259999998	6		"bias"	"{}"	1
718	117656	4168	5.6088266369999999	6		"bias"	"{}"	1
719	117656	4168	4.8705911640000004	6		"bias"	"{}"	1
720	117656	4168	5.3127403260000001	6		"bias"	"{}"	1
721	117656	4168	4.9296531679999998	6		"bias"	"{}"	1
722	117656	4168	4.8549785610000002	6		"bias"	"{}"	1
723	117656	4168	4.3266577719999999	6		"bias"	"{}"	1
724	117656	4168	4.7486181260000002	6		"bias"	"{}"	1
725	117656	4168	3.2709550859999998	6		"bias"	"{}"	1
726	117656	4168	6.0258545879999996	6		"bias"	"{}"	1
727	117656	4168	5.3106255530000004	6		"bias"	"{}"	1
728	117656	4168	5.050543308	6		"bias"	"{}"	1
729	117656	4168	5.3732252120000004	6		"bias"	"{}"	1
730	117656	4168	5.2465677260000003	6		"bias"	"{}"	1
731	117656	4168	5.1372084620000003	6		"bias"	"{}"	1
732	117656	4168	4.8235187530000001	6		"bias"	"{}"	1
733	117656	4168	5.1026091579999999	6		"bias"	"{}"	1
734	117656	4168	5.3264169690000003	6		"bias"	"{}"	1
735	117656	4168	5.6557273859999997	6		"bias"	"{}"	1
736	117656	4168	5.4137048720000003	6		"bias"	"{}"	1
737	117656	4168	4.6894459719999997	6		"bias"	"{}"	1
738	117656	4168	4.7210469249999996	6		"bias"	"{}"	1
739	117656	4168	4.7825756070000001	6		"bias"	"{}"	1
740	117656	4168	5.7038526540000003	6		"bias"	"{}"	1
741	117656	4168	5.6637058260000002	6		"bias"	"{}"	1
742	117656	4168	4.299877167	6		"bias"	"{}"	1
743	117656	4168	5.0748662949999996	6		"bias"	"{}"	1
744	117656	4168	5.2570633889999998	6		"bias"	"{}"	1
745	117656	4168	5.3790173530000001	6		"bias"	"{}"	1
746	117656	4168	5.0810241700000001	6		"bias"	"{}"	1
747	117656	4168	4.880521774	6		"bias"	"{}"	1
748	117656	4168	5.2834701539999998	6		"bias"	"{}"	1
749	117656	4168	5.2258019449999997	6		"bias"	"{}"	1
750	117656	4168	5.1417846679999997	6		"bias"	"{}"	1
751	117656	4168	4.9331612590000002	6		"bias"	"{}"	1
752	117656	4168	4.4378743170000003	6		"bias"	"{}"	1
753	117656	4168	4.4369974140000004	6		"bias"	"{}"	1
754	117656	4168	4.1745204930000002	6		"bias"	"{}"	1
755	117656	4168	4.1663694380000003	6		"bias"	"{}"	1
756	117656	4168	4.7337150570000004	6		"bias"	"{}"	1
757	117656	4168	4.8521032330000002	6		"bias"	"{}"	1
758	117656	4168	4.9261217119999996	6		"bias"	"{}"	1
759	117656	4168	5.2215800290000001	6		"bias"	"{}"	1
760	117656	4168	4.859287739	6		"bias"	"{}"	1
761	117656	4168	4.8383331299999996	6		"bias"	"{}"	1
762	117656	4168	3.9656701089999999	6		"bias"	"{}"	1
763	117656	4168	4.697506905	6		"bias"	"{}"	1
764	117656	4168	4.9244413380000003	6		"bias"	"{}"	1
765	117656	4168	4.8044376370000004	6		"bias"	"{}"	1
766	117656	4168	4.9590926169999996	6		"bias"	"{}"	1
767	117656	4168	5.6000919339999999	6		"bias"	"{}"	1
768	117656	4168	5.1693286900000004	6		"bias"	"{}"	1
769	117656	4168	5.3372540470000001	6		"bias"	"{}"	1
770	117656	4168	4.781979561	6		"bias"	"{}"	1
771	117656	4168	4.4369182589999996	6		"bias"	"{}"	1
772	117656	4168	5.2813515659999997	6		"bias"	"{}"	1
773	117656	4168	4.8415970799999997	6		"bias"	"{}"	1
774	117656	4168	5.5419530869999996	6		"bias"	"{}"	1
775	117656	4168	5.2599501609999999	6		"bias"	"{}"	1
776	117656	4168	5.0553088190000004	6		"bias"	"{}"	1
777	117656	4168	5.6973838810000004	6		"bias"	"{}"	1
778	117656	4168	5.5349793429999998	6		"bias"	"{}"	1
779	117656	4168	5.5669741630000003	6		"bias"	"{}"	1
780	117656	4168	5.6700320240000002	6		"bias"	"{}"	1
781	117656	4168	5.190282345	6		"bias"	"{}"	1
782	117656	4168	5.1451940540000001	6		"bias"	"{}"	1
783	117656	4168	5.0772881510000003	6		"bias"	"{}"	1
784	117656	4168	6.2506103519999998	6		"bias"	"{}"	1
785	117656	4168	6.0483469960000003	6		"bias"	"{}"	1
786	117656	4168	4.4248523710000001	6		"bias"	"{}"	1
787	117656	4168	4.2024083140000004	6		"bias"	"{}"	1
788	117656	4168	5.4396338460000004	6		"bias"	"{}"	1
789	117656	4168	5.2573652270000002	6		"bias"	"{}"	1
790	117656	4168	5.4413805010000003	6		"bias"	"{}"	1
791	117656	4168	5.9106011389999997	6		"bias"	"{}"	1
792	117656	4168	5.1134238239999998	6		"bias"	"{}"	1
793	117656	4168	4.182029247	6		"bias"	"{}"	1
794	117656	4168	4.7874150279999999	6		"bias"	"{}"	1
795	117656	4168	5.2555575369999996	6		"bias"	"{}"	1
796	117656	4168	5.316644192	6		"bias"	"{}"	1
797	117656	4168	4.6733994479999996	6		"bias"	"{}"	1
798	117656	4168	5.1646447179999999	6		"bias"	"{}"	1
799	117656	4168	5.3273530009999996	6		"bias"	"{}"	1
801	117656	4168	5.0621414180000004	6		"bias"	"{}"	1
802	117656	4168	4.8568572999999997	6		"bias"	"{}"	1
803	117656	4168	4.236195564	6		"bias"	"{}"	1
804	117656	4168	5.1875667569999999	6		"bias"	"{}"	1
805	117656	4168	5.2483682629999997	6		"bias"	"{}"	1
806	117656	4168	5.4176354409999998	6		"bias"	"{}"	1
807	117656	4168	5.601695061	6		"bias"	"{}"	1
808	117656	4168	3.9252552989999998	6		"bias"	"{}"	1
809	117656	4168	4.9073524480000001	6		"bias"	"{}"	1
810	117656	4168	5.2742581370000003	6		"bias"	"{}"	1
811	117656	4168	4.9537086490000002	6		"bias"	"{}"	1
812	117656	4168	5.0243978499999997	6		"bias"	"{}"	1
813	117656	4168	5.4457602500000002	6		"bias"	"{}"	1
814	117656	4168	5.5983662609999998	6		"bias"	"{}"	1
815	117656	4168	4.8195838929999999	6		"bias"	"{}"	1
816	117656	4168	5.0385317799999996	6		"bias"	"{}"	1
817	117656	4168	5.2022886279999998	6		"bias"	"{}"	1
818	117656	4168	5.4368467330000003	6		"bias"	"{}"	1
819	117656	4168	5.7036457059999996	6		"bias"	"{}"	1
820	117656	4168	5.7700176240000003	6		"bias"	"{}"	1
821	117656	4168	4.0254607199999999	6		"bias"	"{}"	1
822	117656	4168	5.7501287459999997	6		"bias"	"{}"	1
823	117656	4168	5.1526341440000003	6		"bias"	"{}"	1
824	117656	4168	5.2483363150000004	6		"bias"	"{}"	1
825	117656	4168	5.2531375889999996	6		"bias"	"{}"	1
826	117656	4168	5.0443305970000001	6		"bias"	"{}"	1
827	117656	4168	4.8895740510000003	6		"bias"	"{}"	1
828	117656	4168	5.1612768170000001	6		"bias"	"{}"	1
829	117656	4168	5.602822304	6		"bias"	"{}"	1
830	117656	4168	4.4244294169999998	6		"bias"	"{}"	1
831	117656	4168	4.6169147490000002	6		"bias"	"{}"	1
832	117656	4168	5.5607795720000004	6		"bias"	"{}"	1
833	117656	4168	5.0194983479999999	6		"bias"	"{}"	1
834	117656	4168	5.6079478260000002	6		"bias"	"{}"	1
835	117656	4168	4.6933746340000004	6		"bias"	"{}"	1
836	117656	4168	5.0823879239999998	6		"bias"	"{}"	1
837	117656	4168	4.9378514290000002	6		"bias"	"{}"	1
838	117656	4168	5.3367028239999996	6		"bias"	"{}"	1
839	117656	4168	5.5230994219999996	6		"bias"	"{}"	1
840	117656	4168	5.144805431	6		"bias"	"{}"	1
841	117656	4168	5.5571484570000003	6		"bias"	"{}"	1
842	117656	4168	5.3482136730000001	6		"bias"	"{}"	1
843	117656	4168	4.6769180300000004	6		"bias"	"{}"	1
844	117656	4168	5.3103289599999997	6		"bias"	"{}"	1
845	117656	4168	4.6093726159999999	6		"bias"	"{}"	1
846	117656	4168	5.0063123699999998	6		"bias"	"{}"	1
847	117656	4168	5.5935430530000003	6		"bias"	"{}"	1
848	117656	4168	5.3245496750000001	6		"bias"	"{}"	1
849	117656	4168	5.7539978029999999	6		"bias"	"{}"	1
850	117656	4168	5.5819787979999997	6		"bias"	"{}"	1
851	117656	4168	4.593147278	6		"bias"	"{}"	1
852	117656	4168	5.31619215	6		"bias"	"{}"	1
853	117656	4168	3.7005944249999998	6		"bias"	"{}"	1
854	117656	4168	5.6152701379999996	6		"bias"	"{}"	1
855	117656	4168	6.1828670499999996	6		"bias"	"{}"	1
856	117656	4168	5.0690441130000004	6		"bias"	"{}"	1
857	117656	4168	4.9861507420000004	6		"bias"	"{}"	1
858	117656	4168	4.9540753359999998	6		"bias"	"{}"	1
859	117656	4168	5.0544362070000002	6		"bias"	"{}"	1
860	117656	4168	5.25495863	6		"bias"	"{}"	1
861	117656	4168	4.5507850650000004	6		"bias"	"{}"	1
862	117656	4168	5.2798018459999998	6		"bias"	"{}"	1
863	117656	4168	5.1491808890000001	6		"bias"	"{}"	1
864	117656	4168	5.0035042760000001	6		"bias"	"{}"	1
865	117656	4168	5.6665067670000004	6		"bias"	"{}"	1
866	117656	4168	5.2986750599999999	6		"bias"	"{}"	1
867	117656	4168	5.2833170889999996	6		"bias"	"{}"	1
868	117656	4168	5.3520908360000004	6		"bias"	"{}"	1
869	117656	4168	5.4712996479999996	6		"bias"	"{}"	1
870	117656	4168	4.9560050960000002	6		"bias"	"{}"	1
871	117656	4168	5.2133541110000001	6		"bias"	"{}"	1
872	117656	4168	5.6635890010000001	6		"bias"	"{}"	1
873	117656	4168	3.9370512959999999	6		"bias"	"{}"	1
874	117656	4168	5.5544309619999996	6		"bias"	"{}"	1
875	117656	4168	5.4111337659999998	6		"bias"	"{}"	1
876	117656	4168	5.4710092540000002	6		"bias"	"{}"	1
877	117656	4168	5.1366095539999996	6		"bias"	"{}"	1
878	117656	4168	5.2505140299999997	6		"bias"	"{}"	1
879	117656	4168	4.9871082309999997	6		"bias"	"{}"	1
880	117656	4168	4.9925751690000002	6		"bias"	"{}"	1
881	117656	4168	5.0900979040000003	6		"bias"	"{}"	1
882	117656	4168	4.9937262540000003	6		"bias"	"{}"	1
883	117656	4168	5.4288945200000001	6		"bias"	"{}"	1
884	117656	4168	5.1321992869999997	6		"bias"	"{}"	1
885	117656	4168	5.631206036	6		"bias"	"{}"	1
886	117656	4168	5.0950250629999996	6		"bias"	"{}"	1
887	117656	4168	5.2019262309999998	6		"bias"	"{}"	1
888	117656	4168	4.2755069729999997	6		"bias"	"{}"	1
889	117656	4168	4.8893656730000004	6		"bias"	"{}"	1
890	117656	4168	4.5444068910000004	6		"bias"	"{}"	1
891	117656	4168	5.5242648120000002	6		"bias"	"{}"	1
892	117656	4168	5.1899871830000004	6		"bias"	"{}"	1
893	117656	4168	5.4414381980000002	6		"bias"	"{}"	1
894	117656	4168	5.5011768339999998	6		"bias"	"{}"	1
895	117656	4168	5.1059575080000004	6		"bias"	"{}"	1
896	117656	4168	5.1242456440000002	6		"bias"	"{}"	1
897	117656	4168	4.6860046390000001	6		"bias"	"{}"	1
898	117656	4168	4.741383076	6		"bias"	"{}"	1
899	117656	4168	4.2469081879999999	6		"bias"	"{}"	1
901	117656	4168	5.2238249779999997	6		"bias"	"{}"	1
902	117656	4168	5.2752046589999999	6		"bias"	"{}"	1
903	117656	4168	5.472634792	6		"bias"	"{}"	1
904	117656	4168	5.331708431	6		"bias"	"{}"	1
905	117656	4168	5.1328592300000002	6		"bias"	"{}"	1
