movieid	imdbid	director_women	director_nowhite	director_region	movie_region	movie_region_bra
181767	tt0040902	0	0	1	0	0
181769	tt0032402	0	0	1	0	0
181771	tt0045276	0	0	1	0	0
181773	tt0040303	0	0	1	0	0
181775	tt0032992	0	0	1	0	0
181777	tt0032814	0	0	1	0	0
181779	tt0051078	0	0	0	0	0
181781	tt0045222	0	0	1	0	0
181783	tt0039623	0	0	1	0	0
181785	tt0051115	0	0	0	0	0
181787	tt0049069	0	0	0	0	0
181789	tt0048768	0	0	1	0	0
181791	tt0047053	0	0	1	0	0
181793	tt0046932	0	0	1	0	0
181795	tt0049100	0	0	1	0	0
181797	tt0047518	0	0	1	0	0
181799	tt0048425	0	0	1	0	0
181801	tt0054815	0	0	0	0	0
181803	tt0049361	0	0	1	0	0
181805	tt0046989	0	0	1	0	0
181807	tt0047864	0	0	1	0	0
181809	tt0047867	0	0	1	0	0
181811	tt0049328	0	0	1	0	0
181813	tt0051014	0	0	0	0	0
181815	tt0052909	0	0	1	0	0
181817	tt0049376	0	0	1	0	0
181819	tt0047511	0	0	1	0	0
181821	tt0049341	0	0	1	0	0
181823	tt0242536	0	0	1	0	0
181825	tt0230989	0	0	1	0	0
181827	tt0230988	0	0	1	0	0
181829	tt0227853	0	0	0	0	0
181831	tt0226796	0	0	1	0	0
181833	tt0230319	0	0	1	0	0
181835	tt0227852	0	0	1	0	0
181837	tt0040873	0	0	1	0	0
181839	tt0043428	0	0	1	0	0
181841	tt0040298	0	0	1	0	0
181843	tt0046125	0	0	1	0	0
181845	tt0041266	0	0	0	0	0
181847	tt0045696	0	0	0	0	0
181849	tt0046560	0	0	1	0	0
181851	tt0047043	0	0	1	0	0
181853	tt0045756	0	0	0	0	0
181855	tt0044699	0	0	0	0	0
181857	tt0047187	0	0	1	0	0
181859	tt0045269	0	0	1	0	0
181861	tt0044835	0	0	1	0	0
181863	tt0043925	0	0	1	0	0
181865	tt0045597	0	0	1	0	0
181867	tt0043486	0	0	1	0	0
181869	tt0046924	0	0	0	0	0
181871	tt0041853	0	0	1	0	0
181873	tt0045271	0	0	0	0	0
181875	tt0044726	0	0	1	0	0
181877	tt0042047	0	0	1	0	0
181879	tt0046256	0	0	1	0	0
181881	tt0042236	0	0	1	0	0
181883	tt0041867	0	0	1	0	0
181885	tt0041112	0	0	1	0	0
181887	tt0043063	0	0	1	0	0
181889	tt0043402	0	0	1	0	0
181891	tt0041884	0	0	1	0	0
181893	tt0042567	0	0	0	0	0
181895	tt0046318	0	0	1	0	0
181897	tt0043761	0	0	1	0	0
181899	tt0042302	0	0	1	0	0
181901	tt0041753	0	0	1	0	0
181903	tt0040878	0	0	1	0	0
181905	tt0041484	0	0	1	0	0
181907	tt0042860	0	0	1	0	0
181909	tt0045038	0	0	1	0	0
181911	tt0041432	0	0	1	0	0
181913	tt0043583	0	0	0	0	0
181915	tt0042849	0	0	1	0	0
181917	tt0040698	0	0	1	0	0
181919	tt0043420	0	0	0	0	0
181921	tt0041751	0	0	1	0	0
181923	tt0042575	0	0	1	0	0
181925	tt0168071	0	0	1	0	0
181927	tt0039263	0	0	1	0	0
181929	tt0038486	0	0	1	0	0
181931	tt0038501	0	0	1	0	0
181933	tt0040170	0	0	0	0	0
181935	tt0037571	0	0	1	0	0
181937	tt0039268	0	0	1	0	0
181939	tt0039331	0	0	1	0	0
181941	tt0037657	0	0	1	0	0
181943	tt0037958	0	0	1	0	0
181945	tt0039100	0	0	1	0	0
181947	tt0037603	0	0	1	0	0
181949	tt0037171	0	0	1	0	0
181951	tt0243111	0	0	0	0	0
181953	tt0039282	0	0	1	0	0
181955	tt0040824	0	0	1	0	0
181957	tt0038692	0	0	1	0	0
181959	tt0039838	0	0	1	0	0
181961	tt0037661	0	0	0	0	0
181963	tt0040471	0	0	1	0	0
181965	tt0089935	0	0	0	0	0
181967	tt0004395	0	0	0	0	0
181969	tt0004011	0	0	0	0	0
181971	tt0004284	1	0	0	0	0
181973	tt0004693	0	0	0	0	0
181975	tt0003733	0	0	0	0	0
181977	tt0003923	0	0	0	0	0
181979	tt0003934	0	0	0	0	0
181981	tt0003805	0	0	1	0	0
181983	tt0003863	0	0	0	0	0
181985	tt0004091	0	0	1	0	0
181987	tt0036490	0	0	1	0	0
181989	tt0071613	0	0	1	0	0
181991	tt0847149	0	0	0	0	0
181993	tt0037400	0	0	1	0	0
181995	tt0033974	0	0	1	0	0
181997	tt0036769	0	0	1	0	0
181999	tt0035064	0	0	0	0	0
182001	tt0037181	0	0	1	0	0
182003	tt0033671	0	0	1	0	0
182005	tt0034668	0	0	1	0	0
182007	tt0035820	0	0	1	0	0
182009	tt0033951	0	0	0	0	0
182011	tt0034502	0	0	1	0	0
182013	tt0034669	0	0	1	0	0
182015	tt0033568	0	0	1	0	0
182017	tt0035873	0	0	0	0	0
182019	tt0036718	0	0	1	0	0
182021	tt0035404	0	0	0	0	0
182023	tt0033448	0	0	0	0	0
182025	tt0036768	0	0	1	0	0
182027	tt0037569	0	0	0	0	0
182029	tt0039209	0	0	1	0	0
182031	tt0037572	0	0	1	0	0
182033	tt0038006	0	0	1	0	0
182035	tt0038847	0	0	1	0	0
182037	tt0040863	0	0	1	0	0
182039	tt0040260	0	0	1	0	0
182041	tt0039990	0	0	1	0	0
182043	tt0039870	0	0	1	0	0
182045	tt0037649	0	0	1	0	0
182047	tt0040587	0	0	1	0	0
182049	tt0038336	0	0	1	0	0
182051	tt0038674	0	0	1	0	0
182053	tt0037945	0	0	1	0	0
182055	tt0037625	0	0	1	0	0
182057	tt0039596	0	0	1	0	0
182059	tt0032251	0	0	0	0	0
182061	tt0032401	0	0	1	0	0
182063	tt0032470	0	0	1	0	0
182065	tt0031086	0	0	0	0	0
182067	tt0031744	0	0	0	0	0
182069	tt0033268	0	0	1	0	0
182071	tt0041306	0	0	1	0	0
182073	tt0031242	0	0	1	0	0
182075	tt0033460	0	0	1	0	0
182077	tt0032918	0	0	0	0	0
182079	tt0028800	0	0	1	0	0
182081	tt0029257	0	0	1	0	0
182083	tt3067006	0	0	1	0	0
182085	tt0168163	0	0	1	0	0
182087	tt0035196	0	0	0	0	0
182089	tt0035197	0	0	0	0	0
182091	tt0036278	0	0	0	0	0
182093	tt0036269	0	0	0	0	0
182095	tt0037306	0	0	1	0	0
182097	tt0048282	0	0	1	0	0
182099	tt0034295	0	0	1	0	0
182101	tt0035891	0	0	1	0	0
182103	tt0037612	0	0	1	0	0
182105	tt0035858	0	0	1	0	0
182107	tt0033544	0	0	1	0	0
182109	tt0030463	0	0	0	0	0
182111	tt0030440	0	0	1	0	0
182113	tt0030988	0	0	0	0	0
182115	tt0031820	0	0	0	0	0
182117	tt0030465	0	0	0	0	0
182119	tt0020667	0	0	0	0	0
182121	tt0026633	0	0	0	0	0
182123	tt0030595	0	0	0	0	0
182125	tt0034670	0	0	1	0	0
182127	tt3712488	0	0	0	0	0
182129	tt0013149	0	0	0	0	0
182131	tt0028796	0	0	0	0	0
182133	tt0040588	0	0	1	0	0
182135	tt0013323	0	0	0	0	0
182137	tt0038836	0	0	0	0	0
182139	tt0024440	0	0	0	0	0
182141	tt0022962	0	0	0	0	0
182143	tt0032544	0	0	0	0	0
182145	tt0023214	0	0	0	0	0
182147	tt0024946	0	0	0	0	0
182149	tt0032886	0	0	0	0	0
182151	tt0023253	0	0	0	0	0
182153	tt0031241	0	0	1	0	0
182155	tt0031243	0	0	1	0	0
182157	tt0031064	0	0	1	0	0
182159	tt0025641	0	0	0	0	0
182161	tt0022730	0	0	0	0	0
182163	tt0026222	0	0	0	0	0
182165	tt0026941	0	0	0	0	0
182167	tt0023812	0	0	0	0	0
182169	tt0024977	0	0	0	0	0
182171	tt0024006	0	0	0	0	0
182173	tt0027183	0	0	0	0	0
182175	tt0026233	0	0	0	0	0
182177	tt0028390	0	0	0	0	0
182179	tt0024403	0	0	0	0	0
182181	tt0023093	0	0	0	0	0
182183	tt0027468	0	0	0	0	0
182185	tt0027569	0	0	0	0	0
182187	tt0026145	0	0	0	0	0
182189	tt0024451	0	0	0	0	0
182191	tt0025997	0	0	0	0	0
182193	tt0026423	0	0	0	0	0
182195	tt0025184	0	0	0	0	0
182197	tt0024380	0	0	0	0	0
182199	tt0023422	0	0	0	0	0
182201	tt0027983	0	0	0	0	0
182203	tt0029795	0	0	0	0	0
182205	tt0027990	0	0	0	0	0
182207	tt0030119	0	0	1	0	0
182209	tt0020735	0	0	0	0	0
182211	tt0019975	0	0	0	0	0
182213	tt0021883	0	0	0	0	0
182215	tt0021703	0	0	0	0	0
182217	tt0021262	0	0	0	0	0
182219	tt0021752	0	0	0	0	0
182221	tt0022420	0	0	0	0	0
182223	tt0022164	0	0	0	0	0
182225	tt0021665	0	0	0	0	0
182227	tt0021831	0	0	0	0	0
182229	tt0021742	0	0	0	0	0
182231	tt0024279	0	0	0	0	0
182233	tt0022688	0	0	0	0	0
182235	tt0022659	0	0	0	0	0
182237	tt0023082	0	0	0	0	0
182239	tt0025200	0	0	0	0	0
182241	tt0020647	0	0	0	0	0
182243	tt5538118	0	0	0	0	0
182245	tt0020658	0	0	0	0	0
182247	tt0021151	0	0	0	0	0
182249	tt0021181	0	0	0	0	0
182251	tt0021434	0	0	0	0	0
182253	tt0021146	0	0	0	0	0
182255	tt0020164	0	0	0	0	0
182257	tt0020906	0	0	0	0	0
182259	tt0021556	0	0	0	0	0
182261	tt0034667	0	0	1	0	0
182263	tt0030300	0	0	0	0	0
182265	tt0036264	0	0	0	0	0
182267	tt0003758	1	0	0	0	0
182269	tt0035743	0	0	0	0	0
182271	tt0036874	0	0	0	0	0
182273	tt0036441	0	0	0	0	0
182275	tt0028323	0	0	0	0	0
182277	tt0030280	0	0	0	0	0
182279	tt0029708	0	0	0	0	0
182281	tt0036603	0	0	0	0	0
182283	tt0028724	0	0	0	0	0
182285	tt0033324	0	0	0	0	0
182287	tt0030603	0	0	0	0	0
182289	tt0028075	0	0	0	0	0
182291	tt0032439	0	0	0	0	0
182293	tt0031405	0	0	1	0	0
182295	tt0031822	0	0	0	0	0
182297	tt0030604	0	0	0	0	0
182299	tt0030608	0	0	1	0	0
182301	tt0034305	0	0	0	0	0
182303	tt0021964	0	0	0	0	0
182305	tt0020484	0	0	0	0	0
182307	tt0025153	0	0	0	0	0
182309	tt0020445	0	0	0	0	0
182311	tt0090599	0	0	0	0	0
182313	tt0067528	0	0	1	0	0
182317	tt2707088	0	0	1	0	0
182319	tt1507571	0	0	0	0	0
182323	tt0405149	0	0	1	1	0
182325	tt5366234	0	0	1	0	0
182327	tt2317102	0	0	0	0	0
182329	tt6982508	1	0	0	0	0
182331	tt3396654	0	0	0	0	0
182333	tt2517642	0	0	1	0	0
182335	tt5901212	0	0	0	0	0
182337	tt0208056	0	0	0	0	0
182339	tt1605790	0	0	1	1	0
182341	tt5721088	0	0	0	0	0
182343	tt5119268	0	0	0	0	0
182345	tt0099732	0	0	0	0	0
182347	tt4864624	0	0	0	0	0
182349	tt2064704	0	1	1	1	0
182351	tt0204761	0	0	0	0	0
182353	tt7076834	0	1	1	1	0
182355	tt0057527	0	0	0	0	0
182357	tt0062860	0	0	0	0	0
182359	tt3255590	0	1	0	0	0
182361	tt3399078	0	0	1	0	0
182363	tt0063736	0	0	0	0	0
182365	tt3271198	0	0	0	0	0
182367	tt6330514	0	0	1	0	0
182369	tt3780500	0	0	0	0	0
182371	tt5304874	0	0	0	0	0
182373	tt6918070	0	0	0	0	0
182375	tt0235433	0	0	1	0	0
182377	tt0116294	1	0	1	0	0
182379	tt7321274	1	0	0	0	0
182381	tt0075742	0	0	0	0	0
182383	tt1404082	0	0	0	0	0
182385	tt5670382	0	1	0	0	0
182387	tt6896536	0	0	1	1	0
182389	tt3970874	0	0	1	0	0
182391	tt0079848	0	0	0	0	0
182393	tt2229103	0	0	1	0	0
182395	tt5456546	0	1	1	1	0
182397	tt0954544	1	0	1	1	0
182399	tt5556068	0	1	1	1	0
182401	tt0364800	0	0	0	0	0
182403	tt5871080	0	0	1	0	0
182407	tt5126922	0	0	0	1	0
182409	tt0077482	0	0	0	0	0
182411	tt0090220	0	0	0	0	0
182413	tt0086483	0	0	0	0	0
182415	tt0169164	0	0	0	0	0
182417	tt3274704	0	0	1	0	0
182419	tt6175394	0	0	0	0	0
182421	tt0473099	0	0	0	0	0
182423	tt0052424	0	0	0	0	0
182425	tt1146430	0	0	1	0	0
182427	tt0963997	0	0	1	0	0
182429	tt2848876	0	0	1	1	0
182431	tt1417101	0	0	1	1	0
182433	tt0331560	0	0	0	0	0
182435	tt1327788	0	0	0	0	0
182437	tt5123866	0	0	0	0	0
182439	tt0323108	0	0	0	0	0
182441	tt6151042	0	0	0	0	0
182443	tt0085527	1	0	0	0	0
182445	tt5893264	0	0	0	0	0
182447	tt4548864	0	0	0	0	0
182449	tt0085224	1	1	1	0	0
182451	tt2873614	0	0	0	0	0
182453	tt3979212	0	0	1	0	0
182455	tt1024744	0	0	1	1	0
182457	tt5128790	0	0	1	1	0
182459	tt1331294	0	0	1	0	0
182461	tt2907898	0	0	0	0	0
182463	tt5594542	0	0	1	0	0
182465	tt4552536	1	1	1	0	0
182467	tt5973032	0	1	1	1	0
182469	tt0077245	0	0	0	0	0
182471	tt6204184	0	0	1	1	0
182473	tt5070076	0	0	1	1	0
182475	tt4400994	0	0	0	0	0
182477	tt5813366	0	1	1	1	0
182479	tt6336356	0	1	1	1	0
182481	tt3847626	0	0	0	0	0
182483	tt6152590	0	0	1	0	0
182485	tt0493407	0	0	1	0	0
182487	tt4516352	0	0	1	0	0
182489	tt1446201	1	0	1	0	0
182491	tt0074840	0	0	0	0	0
182493	tt1555218	0	0	0	0	0
182495	tt6148090	0	0	0	0	0
182497	tt0186840	0	0	1	1	0
182499	tt0281594	0	0	1	1	0
182501	tt0155487	0	0	1	1	0
182503	tt0230597	0	1	1	1	0
182505	tt4557014	0	0	1	1	0
182507	tt0255289	0	1	1	1	0
182509	tt0282778	0	1	1	1	0
182511	tt0133826	0	1	1	1	0
182513	tt0354148	0	1	1	1	0
182515	tt0249188	0	1	1	1	0
182517	tt1844016	0	1	1	1	0
182519	tt0156011	0	0	1	1	0
182521	tt0156126	0	0	1	1	0
182523	tt0156160	0	0	1	1	0
182525	tt2094870	0	0	1	1	0
182527	tt3638598	0	0	0	0	0
182529	tt0068560	0	0	0	0	0
182531	tt0000041	0	0	0	0	0
182533	tt0099668	0	0	0	0	0
182535	tt1184937	0	0	1	0	0
182537	tt0000410	0	0	1	0	0
182539	tt0026226	0	0	1	0	0
182541	tt0231639	0	0	0	0	0
182543	tt0438165	0	0	1	0	0
182545	tt0014636	0	0	0	0	0
182547	tt6680858	0	0	0	0	0
182549	tt5665256	0	0	0	0	0
182551	tt6212496	1	0	1	0	0
182553	tt0438105	0	0	0	0	0
182555	tt6101862	0	0	0	0	0
182557	tt6868216	0	0	0	0	0
182559	tt5215486	0	0	0	0	0
182561	tt2041328	1	0	1	0	0
182563	tt1806913	0	1	1	1	0
182565	tt4073450	0	0	0	0	0
182567	tt1837009	0	0	0	0	0
182569	tt2766882	0	0	1	0	0
182573	tt0012125	0	0	1	0	0
182575	tt0059920	0	0	0	0	0
182581	tt5789310	1	0	1	0	0
182585	tt5806506	0	0	0	0	0
182587	tt5994834	0	0	0	0	0
182589	tt4790076	0	0	1	0	0
182591	tt4756770	0	0	1	0	0
182593	tt0105827	0	0	0	0	0
182595	tt0108578	0	1	1	0	0
182597	tt0111731	1	0	0	0	0
182599	tt0114958	0	0	0	0	0
182601	tt0114959	0	0	0	0	0
182603	tt0118181	0	0	0	0	0
182605	tt0140697	0	0	1	0	0
182607	tt0191654	0	0	1	0	0
182609	tt0346147	0	0	1	0	0
182611	tt0473287	0	0	1	0	0
182613	tt0374526	0	0	0	0	0
182615	tt1160329	0	0	1	0	0
182617	tt0237376	0	0	1	1	0
182619	tt0079889	0	1	1	1	0
182623	tt0086231	0	1	1	1	0
182625	tt0214585	0	1	1	1	0
182627	tt0278501	0	0	1	1	0
182629	tt0249047	0	1	1	1	0
182631	tt0353935	0	0	1	1	0
182633	tt0255306	0	1	1	1	0
182635	tt0237038	0	0	1	1	0
182637	tt0366179	0	0	1	0	0
182641	tt4930176	0	0	0	0	0
182643	tt1401657	0	0	1	1	0
182645	tt5833186	0	0	0	0	0
182647	tt2558996	0	0	1	0	0
182649	tt0168137	0	0	0	0	0
182651	tt0065478	0	0	0	0	0
182653	tt6627466	0	0	0	0	0
182655	tt4760268	0	0	1	0	0
182657	tt4815204	0	0	1	0	0
182659	tt6172696	0	0	0	0	0
182661	tt5860940	0	0	0	0	0
182663	tt3727460	0	0	0	0	0
182665	tt0066238	0	0	0	0	0
182667	tt5876412	1	0	1	1	0
182669	tt0118700	0	0	0	0	0
182671	tt4026034	1	0	0	0	0
182673	tt7427856	0	0	0	0	0
182675	tt0074873	0	0	1	0	0
182677	tt0057237	0	0	0	0	0
182679	tt7608534	0	0	0	0	0
182681	tt7208822	0	0	1	0	0
182683	tt2857458	0	0	0	0	0
182685	tt2070604	0	0	1	0	0
182687	tt0151339	0	0	0	0	0
182689	tt6366854	0	1	1	1	0
182691	tt4643400	0	1	1	1	0
182693	tt0071572	0	0	1	0	0
182695	tt5606268	0	0	0	1	0
182697	tt0085704	0	0	1	0	0
182699	tt0314755	0	0	0	0	0
182701	tt0066335	0	0	1	0	0
182703	tt0488164	1	0	1	0	0
182705	tt1396208	0	1	1	1	0
182707	tt5058998	0	0	0	0	0
182709	tt0182983	0	0	0	0	0
182711	tt5502816	1	1	1	1	0
182713	tt6209282	0	0	0	0	0
182715	tt2798920	0	0	0	0	0
182717	tt4937178	1	0	1	1	0
182719	tt4151144	1	0	0	1	0
182721	tt0100173	0	0	1	0	0
182723	tt2395695	0	0	0	0	0
182725	tt0087423	1	0	1	0	0
182727	tt6881890	0	0	0	0	0
182729	tt0448090	0	1	0	1	0
182731	tt0393596	0	0	0	0	0
182733	tt6325388	0	0	0	1	0
182735	tt5654044	0	0	1	0	0
182737	tt6654316	0	1	1	1	0
182739	tt0379800	0	0	1	0	0
182741	tt5714322	0	0	0	0	0
182743	tt6571636	1	0	0	0	0
182745	tt5090636	1	0	1	0	0
182747	tt7058016	0	0	0	0	0
182749	tt7738550	0	0	0	0	0
182751	tt3983640	0	0	0	0	0
182753	tt0376007	0	0	1	1	0
182755	tt5067958	0	0	0	0	0
182757	tt6582784	0	1	1	1	0
182759	tt6381052	0	0	1	0	0
182761	tt0388952	0	0	0	1	0
182763	tt0273656	0	0	0	0	0
182765	tt0086207	0	0	0	0	0
182767	tt0309320	0	0	0	0	0
182769	tt0280427	0	1	1	1	0
182771	tt4065214	0	0	0	0	0
182773	tt4827878	0	0	1	0	0
182775	tt5752606	0	0	0	0	0
182777	tt0102860	0	0	0	0	0
182779	tt7186092	1	0	0	0	0
182781	tt7133340	1	0	0	0	0
182783	tt7048622	0	0	1	1	0
182785	tt5840448	0	0	0	0	0
182787	tt5123264	0	0	0	0	0
182789	tt2496366	0	0	0	0	0
182791	tt5612576	0	0	0	0	0
182793	tt1467306	1	0	0	0	0
182795	tt0057000	0	0	0	0	0
182797	tt0066294	0	0	0	0	0
182799	tt0018386	0	0	0	0	0
182801	tt0016114	0	0	0	0	0
182803	tt4908764	0	0	0	0	0
182805	tt6832776	0	0	0	1	0
182807	tt0110721	0	0	1	0	0
182811	tt4776578	0	0	0	0	0
182813	tt6185286	0	0	0	0	0
182815	tt7736664	0	0	0	0	0
182817	tt0100902	0	1	1	1	0
182819	tt1966359	0	0	0	0	0
182821	tt0078456	0	1	1	1	0
182823	tt5519340	0	0	0	1	0
182825	tt5294550	0	0	0	1	0
182827	tt0072265	0	0	0	0	0
182829	tt3672120	0	0	1	0	0
182831	tt0099624	0	0	0	0	0
182833	tt0089166	1	0	1	1	0
182835	tt6802308	0	0	0	0	0
182837	tt5821208	0	0	0	0	0
182841	tt4176678	0	0	0	0	0
182843	tt0071597	0	0	0	0	0
182845	tt0051694	0	1	1	1	0
182847	tt0440939	1	1	1	1	0
182849	tt5874502	0	1	1	1	0
182851	tt6970188	0	0	1	0	0
182853	tt5837242	0	0	1	0	0
182855	tt0117912	0	0	0	0	0
182857	tt1039988	0	0	0	0	0
182859	tt5652594	0	0	0	0	0
182861	tt2004216	1	0	1	0	0
182863	tt6078840	0	1	1	1	0
182865	tt7281472	0	1	0	0	0
182867	tt0453190	0	1	1	1	0
182869	tt1034053	0	1	1	1	0
182871	tt7691572	0	0	0	0	0
182873	tt4649814	0	0	0	0	0
182875	tt0843873	0	0	1	0	0
182877	tt0103246	0	0	1	1	0
182879	tt4714204	0	0	0	0	0
182881	tt0096455	1	0	1	0	0
182885	tt0284115	0	0	0	0	0
182887	tt4164384	1	0	1	0	0
182889	tt5120400	0	0	1	1	0
182891	tt3711164	0	1	1	1	0
182893	tt3822388	0	1	1	1	0
182895	tt1512888	0	1	1	1	0
182897	tt0261175	1	0	1	0	0
182899	tt0406713	0	1	1	1	0
182901	tt0069393	0	0	0	0	0
182903	tt0072725	0	0	0	0	0
182905	tt4809458	0	0	0	0	0
182907	tt3060390	0	0	0	0	0
182909	tt3199006	0	0	0	0	0
182911	tt3917316	0	0	0	0	0
182915	tt4785640	0	0	0	1	0
182919	tt3885442	0	0	1	1	0
182921	tt4247682	1	0	1	0	0
182923	tt4563460	0	0	1	0	0
182925	tt4360094	0	0	1	0	0
182927	tt0080420	0	1	1	1	0
182929	tt1647692	0	0	0	0	0
182931	tt0071281	0	0	0	0	0
182933	tt0069311	0	0	0	0	0
182935	tt0070734	0	0	0	0	0
182937	tt0357959	1	0	1	0	0
182939	tt2850480	0	0	0	0	0
182941	tt5451244	0	0	0	0	0
182943	tt6478218	0	0	0	0	0
182945	tt5993456	0	0	0	0	0
182947	tt0245220	0	0	1	1	0
182949	tt0057484	0	0	0	0	0
182951	tt5843990	0	1	1	1	0
182953	tt1807036	0	0	1	0	0
182955	tt0244276	0	0	1	0	0
182957	tt6841500	0	0	0	0	0
182959	tt0086449	0	0	0	0	0
182961	tt0276191	0	0	1	1	0
182963	tt0499204	0	0	1	1	0
182965	tt0149601	0	0	1	1	0
182967	tt1282139	0	0	1	1	0
182969	tt0212408	0	0	1	1	0
182971	tt1245656	0	0	1	1	0
182973	tt1297389	0	0	1	1	0
182975	tt1538819	0	0	1	1	0
182977	tt1523402	0	0	1	1	0
182979	tt1368068	0	0	1	1	0
182981	tt0066500	0	0	1	1	0
182983	tt1592303	0	0	1	1	0
182985	tt3263718	1	0	1	1	0
182987	tt4895614	0	0	1	1	0
182989	tt4800046	0	0	1	1	0
182991	tt2683694	0	0	1	1	0
182993	tt5813916	0	0	1	1	0
182995	tt5252564	1	0	1	0	0
182997	tt0318797	0	1	1	1	0
182999	tt0313951	0	1	1	1	0
183001	tt0318540	0	0	1	1	0
183003	tt0319813	0	1	1	1	0
183005	tt0101649	0	1	1	1	0
183007	tt0317352	0	0	1	1	0
183009	tt0319817	0	0	1	1	0
183011	tt1590193	0	0	0	1	0
183013	tt0102137	0	0	0	0	0
183015	tt6266218	0	1	0	0	0
183017	tt5205210	1	0	0	0	0
183019	tt0448150	0	0	0	0	0
183021	tt2066130	1	0	0	0	0
183023	tt2628664	0	0	1	0	0
183025	tt4869974	0	0	0	0	0
183027	tt0259737	0	0	0	0	0
183029	tt4557956	0	0	0	0	0
183031	tt1424081	0	1	1	1	0
183033	tt2011138	0	1	1	1	0
183035	tt2066133	1	0	0	0	0
183037	tt0446071	0	0	0	0	0
183039	tt1956655	0	0	0	0	0
183041	tt2514976	0	0	0	0	0
183043	tt0091019	0	0	1	1	0
183045	tt0059880	0	0	0	0	0
183047	tt6294892	0	0	0	0	0
183049	tt6866918	0	0	0	0	0
183051	tt4532888	0	0	1	1	0
183053	tt3917908	0	1	1	1	0
183055	tt5723416	0	1	0	0	0
183057	tt0144947	0	0	0	0	0
183059	tt0472521	0	0	0	0	0
183061	tt0403439	0	0	0	0	0
183063	tt0460034	1	0	0	0	0
183065	tt0120763	1	0	0	0	0
183067	tt0781331	0	0	1	0	0
183069	tt0251661	0	0	0	0	0
183071	tt0181547	0	0	0	0	0
183073	tt6203570	1	0	1	1	0
183075	tt4080598	0	1	1	1	0
183077	tt1034385	0	0	0	0	0
183079	tt3212026	0	1	1	1	0
183083	tt0067988	0	0	1	0	0
183085	tt2529132	0	0	1	0	0
183087	tt5987402	0	0	0	0	0
183089	tt6458726	0	0	0	0	0
183091	tt5200368	0	0	1	0	0
183093	tt0292261	0	0	1	0	0
183101	tt0070583	0	0	0	0	0
183103	tt0175633	0	0	0	0	0
183111	tt0202639	0	0	0	0	0
183113	tt0179227	0	0	0	0	0
183117	tt0198509	0	0	0	0	0
183121	tt0341543	0	0	1	0	0
183123	tt0288243	0	0	0	0	0
183125	tt6148156	0	1	1	1	0
183127	tt3194410	0	0	0	0	0
183129	tt4163636	0	0	0	0	0
183131	tt1467134	1	0	0	0	0
183133	tt0075043	0	0	1	1	0
183135	tt0427221	0	0	1	1	1
183137	tt0087818	0	0	0	0	0
183139	tt5933560	1	0	0	0	0
183141	tt6973866	0	0	1	0	0
183143	tt0056352	0	0	0	1	0
183145	tt1301303	1	0	1	0	0
183147	tt3770750	1	0	0	0	0
183149	tt5628418	0	0	1	0	0
183151	tt6433880	0	0	0	0	0
183153	tt0082710	0	0	0	0	0
183155	tt5340300	0	0	0	0	0
183157	tt5700176	1	0	0	0	0
183159	tt6958212	0	1	1	1	0
183161	tt5314118	0	0	0	0	0
183163	tt6719524	0	0	1	0	0
183165	tt0073383	0	0	1	1	0
183167	tt0133772	0	0	1	1	0
183169	tt0103945	0	0	1	1	0
183171	tt0073052	0	0	1	1	0
183173	tt0212936	0	0	0	1	0
183175	tt3744428	0	0	1	0	0
183177	tt7128042	0	0	0	0	0
183179	tt0029415	0	0	1	0	0
183181	tt6151714	0	0	0	0	0
183183	tt0827507	0	0	0	0	0
183187	tt2425866	0	0	0	0	0
183189	tt3142960	0	0	1	0	0
183191	tt2194210	0	0	1	0	0
183193	tt4467862	0	0	1	0	0
183195	tt2716802	0	0	1	1	0
183197	tt7807952	0	0	1	0	0
183199	tt6149818	0	0	0	0	0
183201	tt0843850	0	1	0	0	0
183203	tt6098544	1	1	1	0	0
183205	tt6509432	1	0	0	0	0
183207	tt5236900	1	0	0	0	0
183209	tt4733620	0	0	1	1	1
183213	tt3717088	0	0	1	0	0
183215	tt4002200	0	0	0	0	0
183217	tt1766175	0	0	0	0	0
183219	tt7370936	0	0	1	0	0
183221	tt6892206	0	0	1	0	0
183223	tt5972780	1	0	0	0	0
183225	tt5637542	0	0	0	0	0
183227	tt7808620	0	0	1	0	0
183229	tt0081235	0	0	0	0	0
183231	tt6206564	0	1	1	1	0
183233	tt0095724	0	0	0	0	0
183235	tt4240406	0	0	1	0	0
183237	tt1124040	0	0	0	0	0
183239	tt2309600	0	1	1	1	0
183241	tt5323640	0	1	1	1	0
183243	tt2416376	0	0	0	0	0
183245	tt6151222	0	0	0	0	0
183247	tt5917160	0	0	0	0	0
183249	tt0009915	0	0	0	0	0
183251	tt2392748	0	0	0	0	0
183253	tt1965108	0	0	1	0	0
183255	tt0004286	0	0	0	0	0
183257	tt1782570	0	0	0	0	0
183259	tt0271945	0	0	0	0	0
183261	tt1959347	0	0	0	0	0
183263	tt1403085	0	0	0	0	0
183265	tt0933382	0	0	0	0	0
183267	tt0129035	0	0	0	1	0
183269	tt1680140	0	0	0	1	0
183271	tt1340043	0	0	0	0	0
183273	tt0405860	0	0	0	0	0
183275	tt0459998	0	0	0	0	0
183277	tt1773389	0	0	0	0	0
183279	tt5628792	1	0	0	0	0
183281	tt0248977	0	0	1	0	0
183283	tt2951616	0	0	1	0	0
